d4,d5,c4,dxc4,Nf3,Nf6,e3,b5,a4,b4,6
e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,Bd3,Nc6,6
d4,d5,c4,e6,Nf3,Nf6,Nc3,c6,e3,Nbd7,6
d4,d5,c4,e6,Nf3,Nf6,Nc3,c6,Bg5,Nbd7,6
Nf3,Nf6,g3,g6,Bg2,Bg7,O-O,O-O,d4,d5,6
d4,d5,Nf3,Nf6,Bf4,c5,e3,Nc6,Nbd2,cxd4,6
d4,Nf6,c4,g6,g3,c6,Bg2,d5,Nf3,Bg7,6
e4,e5,Nf3,Nc6,Bc4,Bc5,Nc3,Nf6,d3,d6,6
d4,Nf6,Nf3,g6,Bg5,Bg7,Nbd2,O-O,c3,d6,6
e4,e5,Nf3,Nc6,Bb5,a6,Ba4,f5,d3,fxe4,6
e4,c5,Nf3,Nc6,Bb5,d6,O-O,Bd7,Re1,Nf6,6
e4,c5,Nf3,d6,Bb5+,Nd7,a4,Nf6,Nc3,a6,6
e4,e5,Nf3,Nc6,d4,exd4,Nxd4,Bb4+,c3,Bc5,6
d4,Nf6,c4,e6,Nc3,Bb4,e3,O-O,Ne2,c6,6
e4,d5,exd5,Qxd5,Nc3,Qa5,d4,Nf6,Nf3,c6,6
c4,Nf6,g3,e6,Bg2,d5,Nf3,Be7,O-O,O-O,6
d4,Nf6,c4,e6,Nc3,Bb4,e3,O-O,Bd2,b6,6
d4,Nf6,Nf3,g6,c4,Bg7,Nc3,d5,e3,O-O,6
d4,d5,Nf3,Nf6,c4,c6,Nc3,dxc4,a4,Bf5,6
e4,c5,Nf3,a6,d4,cxd4,Nxd4,Nf6,Nc3,e5,6
d4,Nf6,Nf3,e6,c4,b6,g3,Bb7,Bg2,Be7,6
d4,Nf6,Nf3,d5,Bf4,c5,e3,Nc6,c3,Qb6,6
d4,Nf6,c4,e6,Nf3,d5,g3,dxc4,Bg2,Nc6,6
d4,Nf6,Nc3,d5,Bf4,e6,Nb5,Na6,e3,c6,6
e4,e5,Nf3,Nf6,Nxe5,d6,Nf3,Nxe4,d3,Nf6,6
e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,e6,Nc3,a6,6
d4,Nf6,c4,e6,Nf3,d5,Nc3,dxc4,e4,b5,6
e4,e6,d3,d5,Nd2,Nf6,Ngf3,c5,g3,Nc6,6
